Student_ID,cap_Programming,cap_Algorithms,cap_Math,cap_Theory,cap_Data,cap_Systems,cap_Hardware,cap_AI,cap_UX,cap_Security,cap_Graphics,cap_Biology,Track_1,Track_2,Track_3
339,0.099,0.0024,0.1281,0.2801,0.0202,0.0137,0.0842,0.0169,0.1165,0.0063,0.0078,0.2247,Theory,Computational Biology,Human-Computer Interaction
340,0.1023,0.1714,0.0358,0.1031,0.0824,0.0844,0.1048,0.0782,0.0512,0.0295,0.1336,0.0234,Systems,Visual Computing,Artificial Intelligence
341,0.133,0.03,0.1108,0.1551,0.0278,0.007,0.0158,0.1051,0.2136,0.0052,0.1495,0.0471,Human-Computer Interaction,Visual Computing,Theory
342,0.0893,0.3626,0.0553,0.0859,0.0019,0.0117,0.041,0.0039,0.1369,0.0762,0.109,0.0263,Theory,Human-Computer Interaction,Artificial Intelligence
343,0.032,0.0996,0.3069,0.0047,0.2019,0.0785,0.0758,0.0634,0.0066,0.0086,0.0839,0.0381,Theory,Computational Biology,Artificial Intelligence
344,0.158,0.0331,0.0098,0.0795,0.022,0.0473,0.0759,0.1462,0.0996,0.0715,0.0722,0.185,Computational Biology,Human-Computer Interaction,Visual Computing
345,0.0466,0.0001,0.0422,0.0327,0.1441,0.1335,0.1196,0.0022,0.1735,0.052,0.1454,0.1081,Human-Computer Interaction,Computer Engineering,Information Track
346,0.0439,0.0151,0.0104,0.1861,0.2619,0.1097,0.0114,0.0537,0.1364,0.1582,0.0132,0.0,Information Track,Human-Computer Interaction,Computational Biology
347,0.1158,0.041,0.0273,0.0012,0.0723,0.1771,0.2939,0.0776,0.0672,0.0083,0.074,0.0444,Computer Engineering,Systems,Human-Computer Interaction
348,0.0596,0.0314,0.0175,0.0064,0.0241,0.0065,0.0124,0.2787,0.0375,0.0484,0.1319,0.3456,Computational Biology,Visual Computing,Artificial Intelligence
349,0.1015,0.1944,0.046,0.0424,0.0599,0.1296,0.1331,0.044,0.0166,0.1162,0.016,0.1003,Systems,Computer Engineering,Artificial Intelligence
350,0.1081,0.1103,0.1281,0.1887,0.0634,0.1199,0.0883,0.0189,0.0024,0.0306,0.0535,0.0878,Theory,Systems,Computer Engineering
351,0.2078,0.0239,0.0147,0.3627,0.0125,0.0713,0.0965,0.0854,0.0099,0.0064,0.0122,0.0965,Theory,Systems,Human-Computer Interaction
352,0.07,0.0237,0.0904,0.1527,0.0038,0.0614,0.104,0.0259,0.0327,0.0846,0.2031,0.1478,Visual Computing,Theory,Computer Engineering
353,0.0894,0.1338,0.0463,0.1046,0.0641,0.0215,0.1235,0.083,0.0454,0.2474,0.0022,0.0388,Computer Engineering,Systems,Theory
354,0.0056,0.1392,0.1159,0.0385,0.1077,0.0482,0.1351,0.0579,0.0509,0.2611,0.0276,0.0123,Computer Engineering,Theory,Information Track
355,0.0589,0.2336,0.0318,0.0043,0.0278,0.0473,0.0118,0.0719,0.4087,0.0403,0.0294,0.0343,Human-Computer Interaction,Artificial Intelligence,Information Track
356,0.0083,0.1461,0.0364,0.0333,0.0733,0.0397,0.071,0.0043,0.1143,0.1919,0.0711,0.2102,Computational Biology,Computer Engineering,Human-Computer Interaction
357,0.0275,0.1089,0.1544,0.1462,0.0861,0.0692,0.0227,0.0834,0.0298,0.2223,0.0393,0.0101,Theory,Artificial Intelligence,Information Track
358,0.0692,0.0779,0.177,0.0741,0.0365,0.14,0.0669,0.0071,0.0719,0.2056,0.0435,0.0303,Theory,Computer Engineering,Systems
359,0.0148,0.0157,0.0542,0.0866,0.008,0.2683,0.1345,0.0844,0.1685,0.008,0.0619,0.0951,Computer Engineering,Systems,Human-Computer Interaction
360,0.1179,0.1023,0.0217,0.189,0.0089,0.1391,0.2365,0.013,0.0856,0.0027,0.0348,0.0485,Computer Engineering,Systems,Theory
361,0.0531,0.1679,0.0682,0.0401,0.1014,0.1837,0.0014,0.2472,0.0055,0.1029,0.0201,0.0087,Artificial Intelligence,Systems,Computational Biology
362,0.0567,0.1011,0.0469,0.0055,0.0895,0.2277,0.0473,0.0239,0.0572,0.0049,0.1681,0.1713,Systems,Computational Biology,Computer Engineering
363,0.0618,0.0304,0.1121,0.0564,0.1219,0.0696,0.107,0.0636,0.0373,0.2209,0.0543,0.0648,Information Track,Computer Engineering,Computational Biology
364,0.0333,0.1314,0.1134,0.0273,0.0082,0.124,0.1929,0.0991,0.0344,0.1469,0.0112,0.078,Computer Engineering,Systems,Artificial Intelligence
365,0.0287,0.0329,0.0364,0.0788,0.0085,0.0817,0.1155,0.1064,0.0778,0.2945,0.0253,0.1135,Computer Engineering,Systems,Computational Biology
366,0.007,0.0081,0.0933,0.0913,0.2302,0.0893,0.3515,0.0055,0.0113,0.0049,0.0224,0.0852,Computer Engineering,Information Track,Computational Biology
367,0.1266,0.0057,0.3563,0.2254,0.043,0.0098,0.0227,0.0166,0.0161,0.0892,0.0344,0.0541,Theory,Visual Computing,Information Track
368,0.3362,0.0851,0.2196,0.0113,0.0355,0.0597,0.0059,0.0003,0.0819,0.0758,0.039,0.0496,Information Track,Human-Computer Interaction,Systems
369,0.0682,0.0031,0.0519,0.0247,0.0132,0.3986,0.1161,0.1656,0.0481,0.0634,0.0343,0.0129,Systems,Computer Engineering,Artificial Intelligence
370,0.0137,0.1105,0.0783,0.0548,0.0446,0.1769,0.0052,0.0228,0.0298,0.1056,0.3387,0.0191,Visual Computing,Systems,Theory
371,0.1492,0.1277,0.0183,0.0367,0.0379,0.2753,0.0144,0.1155,0.0293,0.0944,0.0392,0.0621,Systems,Computer Engineering,Artificial Intelligence
372,0.1175,0.1072,0.1323,0.004,0.0774,0.0099,0.0353,0.0523,0.0339,0.0482,0.3723,0.0096,Visual Computing,Human-Computer Interaction,Artificial Intelligence
373,0.0677,0.0303,0.0086,0.0104,0.1793,0.1273,0.1428,0.2869,0.014,0.0264,0.0665,0.0398,Artificial Intelligence,Computational Biology,Computer Engineering
374,0.0746,0.061,0.124,0.118,0.0242,0.0879,0.111,0.1163,0.0325,0.1867,0.0035,0.0603,Computer Engineering,Theory,Systems
375,0.1486,0.0814,0.0297,0.1165,0.0822,0.1561,0.1303,0.0924,0.0657,0.014,0.0297,0.0533,Systems,Computer Engineering,Human-Computer Interaction
376,0.1027,0.081,0.0382,0.0007,0.077,0.0378,0.149,0.0027,0.0988,0.3188,0.0215,0.0717,Computer Engineering,Systems,Information Track
377,0.0083,0.0846,0.0689,0.0451,0.0635,0.1954,0.0188,0.002,0.1704,0.0741,0.1906,0.0783,Human-Computer Interaction,Visual Computing,Systems
378,0.1665,0.0563,0.1388,0.2447,0.0851,0.02,0.0314,0.0222,0.0284,0.0367,0.0812,0.0888,Theory,Information Track,Human-Computer Interaction
379,0.0865,0.1487,0.0132,0.0143,0.0293,0.1136,0.0375,0.0518,0.0796,0.26,0.0022,0.1631,Systems,Computer Engineering,Computational Biology
380,0.0555,0.0805,0.1356,0.001,0.0084,0.1091,0.0308,0.0418,0.0546,0.0571,0.1348,0.2909,Computational Biology,Visual Computing,Theory
381,0.118,0.0314,0.1963,0.0047,0.0244,0.211,0.0274,0.0231,0.0138,0.1816,0.0642,0.1041,Systems,Computer Engineering,Visual Computing
382,0.0181,0.0939,0.0944,0.0248,0.035,0.0156,0.2484,0.0686,0.1804,0.0239,0.1008,0.0961,Computer Engineering,Human-Computer Interaction,Visual Computing
383,0.1035,0.2966,0.044,0.0123,0.098,0.115,0.0753,0.0204,0.0618,0.0329,0.0491,0.0912,Systems,Artificial Intelligence,Computer Engineering
384,0.1067,0.0206,0.0406,0.0245,0.0173,0.1194,0.1872,0.0361,0.1086,0.1774,0.146,0.0158,Computer Engineering,Systems,Visual Computing
385,0.2702,0.0408,0.0358,0.0056,0.0575,0.01,0.0247,0.0329,0.1428,0.1798,0.0311,0.1689,Human-Computer Interaction,Information Track,Systems
386,0.1606,0.1193,0.0131,0.0967,0.2393,0.0946,0.0332,0.0573,0.0856,0.0589,0.0105,0.0309,Information Track,Human-Computer Interaction,Artificial Intelligence
387,0.0969,0.1182,0.0088,0.182,0.0238,0.0649,0.0833,0.0999,0.1742,0.0224,0.1169,0.0084,Human-Computer Interaction,Theory,Visual Computing
388,0.1134,0.1258,0.1051,0.027,0.1916,0.0172,0.0051,0.1173,0.0599,0.1756,0.0449,0.0171,Information Track,Artificial Intelligence,Computational Biology
389,0.1387,0.061,0.0161,0.0976,0.0548,0.071,0.0473,0.1351,0.1355,0.0946,0.0085,0.1398,Human-Computer Interaction,Computational Biology,Artificial Intelligence
390,0.0771,0.0828,0.0313,0.1466,0.0896,0.0083,0.0363,0.1508,0.0034,0.2257,0.0788,0.0692,Artificial Intelligence,Computational Biology,Information Track
391,0.0278,0.0252,0.2506,0.0312,0.1314,0.0439,0.0132,0.0009,0.0691,0.3273,0.0405,0.0389,Information Track,Theory,Computational Biology
392,0.0356,0.0621,0.0491,0.1791,0.0595,0.0599,0.0126,0.343,0.0243,0.0064,0.0919,0.0764,Artificial Intelligence,Visual Computing,Computational Biology
393,0.0561,0.0574,0.1609,0.0228,0.1796,0.1095,0.0568,0.0641,0.031,0.146,0.0753,0.0405,Information Track,Computational Biology,Artificial Intelligence
394,0.0593,0.3569,0.0374,0.1658,0.0277,0.0037,0.0149,0.0355,0.0162,0.0,0.1612,0.1215,Theory,Artificial Intelligence,Visual Computing
395,0.1516,0.0205,0.0143,0.0078,0.1439,0.2954,0.0629,0.0142,0.0803,0.048,0.0525,0.1086,Systems,Computer Engineering,Information Track
396,0.1233,0.0114,0.0035,0.5028,0.0257,0.0054,0.0205,0.0039,0.0483,0.1576,0.0406,0.0571,Theory,Human-Computer Interaction,Information Track
397,0.0588,0.0372,0.1033,0.105,0.0005,0.0787,0.0323,0.2349,0.0345,0.2265,0.0734,0.0149,Artificial Intelligence,Visual Computing,Theory
398,0.0553,0.3464,0.1393,0.0073,0.0876,0.0303,0.0005,0.0369,0.0191,0.1221,0.0294,0.1256,Theory,Artificial Intelligence,Computational Biology
399,0.0001,0.0472,0.0354,0.0341,0.0091,0.0266,0.104,0.0442,0.0693,0.0606,0.2675,0.3022,Visual Computing,Computational Biology,Human-Computer Interaction
400,0.0822,0.0485,0.0137,0.3712,0.0075,0.0428,0.0428,0.0468,0.0217,0.185,0.0158,0.122,Theory,Computer Engineering,Human-Computer Interaction
401,0.0103,0.0057,0.1865,0.0164,0.1337,0.0611,0.0063,0.2417,0.022,0.1525,0.0144,0.1494,Computational Biology,Artificial Intelligence,Visual Computing
402,0.001,0.0547,0.112,0.2084,0.1831,0.1307,0.1672,0.017,0.0255,0.026,0.0361,0.0381,Theory,Computer Engineering,Information Track
403,0.0934,0.0207,0.1396,0.0218,0.0441,0.0831,0.1891,0.1598,0.1232,0.0201,0.0941,0.0109,Visual Computing,Computer Engineering,Artificial Intelligence
404,0.04,0.0451,0.0034,0.0271,0.2633,0.2595,0.0367,0.0037,0.0167,0.0421,0.2495,0.0129,Information Track,Systems,Visual Computing
405,0.0861,0.0069,0.2374,0.0287,0.0891,0.025,0.059,0.0127,0.0094,0.1661,0.1491,0.1304,Visual Computing,Theory,Computational Biology
406,0.1181,0.1986,0.0086,0.049,0.0453,0.1214,0.0529,0.0193,0.1091,0.2025,0.0579,0.0171,Systems,Computer Engineering,Human-Computer Interaction
407,0.0248,0.0306,0.0403,0.1164,0.1038,0.1346,0.0509,0.1964,0.0258,0.0716,0.1824,0.0225,Visual Computing,Artificial Intelligence,Computational Biology
408,0.016,0.2962,0.0578,0.1585,0.0035,0.1613,0.0523,0.0079,0.1296,0.0379,0.0673,0.0116,Theory,Systems,Human-Computer Interaction
409,0.015,0.0334,0.0089,0.2285,0.0006,0.0625,0.0124,0.0348,0.2462,0.0167,0.3192,0.0218,Human-Computer Interaction,Visual Computing,Theory
410,0.1181,0.069,0.1883,0.0705,0.0667,0.019,0.0159,0.2167,0.0347,0.0406,0.1245,0.0361,Visual Computing,Artificial Intelligence,Theory
411,0.2251,0.0992,0.0674,0.1577,0.0038,0.022,0.0464,0.0191,0.101,0.1864,0.0409,0.031,Human-Computer Interaction,Theory,Systems
412,0.2228,0.0402,0.0459,0.0296,0.1643,0.0575,0.0982,0.1142,0.0286,0.0389,0.129,0.0309,Information Track,Visual Computing,Human-Computer Interaction
413,0.1096,0.1964,0.0677,0.0939,0.1135,0.1294,0.0349,0.0037,0.0357,0.0777,0.0415,0.0959,Systems,Theory,Information Track
414,0.0389,0.0887,0.0182,0.1218,0.0695,0.0201,0.0304,0.1215,0.058,0.0214,0.301,0.1105,Visual Computing,Human-Computer Interaction,Computational Biology
415,0.3184,0.0563,0.0652,0.2307,0.0753,0.1242,0.0294,0.0598,0.0133,0.0233,0.0001,0.004,Systems,Information Track,Theory
416,0.2162,0.0159,0.0622,0.1044,0.0457,0.0095,0.0744,0.0524,0.0751,0.0839,0.2117,0.0487,Visual Computing,Human-Computer Interaction,Information Track
417,0.0401,0.1003,0.0068,0.2185,0.0122,0.0381,0.1623,0.0873,0.048,0.0615,0.185,0.0399,Theory,Visual Computing,Computer Engineering
418,0.2055,0.0093,0.1513,0.1897,0.0202,0.0568,0.0183,0.1237,0.0773,0.1018,0.0221,0.024,Theory,Human-Computer Interaction,Visual Computing
419,0.0033,0.03,0.0633,0.1505,0.0848,0.0441,0.2359,0.0979,0.2052,0.0578,0.0231,0.0042,Computer Engineering,Human-Computer Interaction,Theory
420,0.0976,0.0097,0.0272,0.0573,0.0626,0.0691,0.0137,0.036,0.0723,0.2637,0.098,0.1928,Computational Biology,Information Track,Computer Engineering
421,0.1442,0.0899,0.0214,0.1103,0.098,0.0926,0.0675,0.0755,0.0409,0.0735,0.0221,0.1642,Computational Biology,Systems,Information Track
422,0.0197,0.0085,0.0549,0.1029,0.0551,0.031,0.0782,0.0408,0.2587,0.2452,0.0669,0.0381,Human-Computer Interaction,Information Track,Computer Engineering
423,0.1095,0.0031,0.0528,0.0336,0.2076,0.001,0.066,0.1106,0.0544,0.0073,0.2944,0.0598,Visual Computing,Information Track,Human-Computer Interaction
424,0.1328,0.0376,0.0921,0.0782,0.0109,0.0156,0.2533,0.0382,0.0302,0.098,0.2041,0.0089,Computer Engineering,Visual Computing,Systems
425,0.1349,0.0199,0.0058,0.0085,0.2819,0.0197,0.0072,0.0904,0.2915,0.0478,0.0859,0.0064,Human-Computer Interaction,Information Track,Artificial Intelligence
426,0.0422,0.061,0.0599,0.0286,0.0269,0.008,0.0324,0.0074,0.1031,0.2401,0.2485,0.1419,Visual Computing,Human-Computer Interaction,Computational Biology
427,0.0904,0.1187,0.033,0.098,0.0598,0.0647,0.1395,0.0326,0.0377,0.2544,0.0057,0.0654,Computer Engineering,Systems,Information Track
428,0.1993,0.077,0.0646,0.0235,0.0343,0.1561,0.0669,0.0591,0.0086,0.0013,0.2708,0.0386,Visual Computing,Systems,Computer Engineering
429,0.0653,0.0059,0.0812,0.1905,0.0606,0.0095,0.0616,0.1027,0.0369,0.1497,0.0739,0.1622,Computational Biology,Theory,Visual Computing
430,0.1024,0.0148,0.0389,0.0236,0.2511,0.1498,0.1183,0.0375,0.0213,0.1481,0.0674,0.0268,Information Track,Computer Engineering,Systems
431,0.0976,0.0042,0.0402,0.0644,0.0163,0.4254,0.0239,0.0142,0.0232,0.1493,0.0564,0.0849,Systems,Computer Engineering,Information Track
432,0.0016,0.0027,0.0455,0.1309,0.1671,0.007,0.0596,0.1886,0.0379,0.1365,0.0111,0.2114,Computational Biology,Artificial Intelligence,Information Track
433,0.0846,0.1724,0.0686,0.0274,0.1692,0.0196,0.0245,0.0733,0.0881,0.1611,0.0139,0.0972,Information Track,Artificial Intelligence,Computational Biology
434,0.0872,0.0043,0.0319,0.0216,0.0236,0.2648,0.0669,0.0823,0.2443,0.0308,0.1053,0.0371,Human-Computer Interaction,Systems,Computer Engineering
435,0.1862,0.0182,0.2697,0.0226,0.0361,0.129,0.0457,0.0856,0.0537,0.124,0.0237,0.0055,Theory,Visual Computing,Information Track
436,0.0449,0.081,0.0232,0.0552,0.0644,0.0074,0.1103,0.2718,0.0207,0.1148,0.1377,0.0685,Artificial Intelligence,Visual Computing,Computational Biology
437,0.0949,0.0416,0.0552,0.0006,0.0925,0.0851,0.0031,0.0361,0.3039,0.0429,0.0548,0.1893,Human-Computer Interaction,Computational Biology,Information Track
438,0.0853,0.0589,0.108,0.135,0.0412,0.0435,0.033,0.2299,0.0807,0.0059,0.1343,0.0443,Visual Computing,Artificial Intelligence,Theory
439,0.0061,0.0686,0.0464,0.1807,0.0196,0.1506,0.0702,0.0048,0.307,0.0618,0.0296,0.0545,Human-Computer Interaction,Theory,Computer Engineering
440,0.2109,0.0393,0.0231,0.0149,0.0382,0.1637,0.069,0.0279,0.0196,0.0437,0.304,0.0454,Visual Computing,Systems,Computer Engineering
441,0.287,0.043,0.0128,0.1436,0.0399,0.0801,0.2666,0.0033,0.0066,0.0825,0.0214,0.0132,Computer Engineering,Systems,Information Track
442,0.0044,0.0024,0.1644,0.0159,0.0696,0.1028,0.0617,0.003,0.1689,0.0012,0.1584,0.2471,Computational Biology,Visual Computing,Human-Computer Interaction
443,0.0367,0.0496,0.0419,0.0319,0.1412,0.145,0.0265,0.0617,0.1691,0.2115,0.046,0.039,Information Track,Human-Computer Interaction,Systems
444,0.024,0.2344,0.0113,0.0637,0.0244,0.024,0.0381,0.4937,0.0042,0.0635,0.0063,0.0123,Artificial Intelligence,Computational Biology,Visual Computing
445,0.0468,0.0577,0.0242,0.0307,0.0073,0.0292,0.2744,0.2338,0.0329,0.0683,0.1941,0.0005,Visual Computing,Computer Engineering,Artificial Intelligence
446,0.094,0.1674,0.0054,0.0099,0.1829,0.0436,0.0008,0.0168,0.0338,0.0667,0.0746,0.3042,Computational Biology,Information Track,Artificial Intelligence
447,0.0279,0.0637,0.0628,0.0429,0.0153,0.3125,0.1582,0.0568,0.0762,0.0212,0.0647,0.0978,Computer Engineering,Systems,Computational Biology
448,0.0529,0.3389,0.0691,0.0339,0.1082,0.0137,0.0355,0.0312,0.0413,0.1113,0.0484,0.1155,Artificial Intelligence,Theory,Computational Biology
449,0.0839,0.0409,0.1622,0.0266,0.0248,0.0686,0.0295,0.0009,0.1021,0.0699,0.0576,0.3331,Computational Biology,Theory,Visual Computing
450,0.0724,0.1703,0.0128,0.072,0.1732,0.0748,0.1083,0.0398,0.0083,0.0524,0.0429,0.1726,Computational Biology,Information Track,Systems
451,0.017,0.2071,0.1931,0.0173,0.026,0.1375,0.2069,0.0357,0.0236,0.0454,0.0708,0.0194,Theory,Computer Engineering,Systems
452,0.155,0.0062,0.0059,0.0568,0.0507,0.0441,0.0785,0.045,0.0248,0.0431,0.4284,0.0616,Visual Computing,Human-Computer Interaction,Systems
453,0.0463,0.0677,0.3225,0.0218,0.0901,0.0991,0.0736,0.0073,0.089,0.0052,0.0714,0.106,Theory,Computational Biology,Visual Computing
454,0.0244,0.1894,0.0032,0.1908,0.0634,0.0252,0.0148,0.3149,0.0078,0.0228,0.0439,0.0995,Artificial Intelligence,Computational Biology,Theory
455,0.0681,0.0116,0.0296,0.0236,0.0208,0.0458,0.1053,0.0212,0.0395,0.0429,0.3242,0.2675,Visual Computing,Computational Biology,Computer Engineering
456,0.1511,0.026,0.0066,0.0358,0.0291,0.0662,0.1411,0.1833,0.1748,0.0418,0.109,0.0352,Human-Computer Interaction,Computer Engineering,Visual Computing
457,0.0069,0.1327,0.0011,0.0577,0.0438,0.1297,0.1595,0.0398,0.1832,0.0382,0.0649,0.1425,Computer Engineering,Systems,Human-Computer Interaction
458,0.0839,0.3106,0.0181,0.0771,0.0668,0.1752,0.0121,0.099,0.0597,0.0228,0.0457,0.0289,Artificial Intelligence,Systems,Theory
459,0.1044,0.265,0.1016,0.1204,0.0882,0.0063,0.032,0.0817,0.0448,0.0242,0.0846,0.047,Theory,Artificial Intelligence,Visual Computing
460,0.0233,0.0487,0.0112,0.205,0.1578,0.0959,0.0088,0.1167,0.1287,0.1139,0.0094,0.0806,Human-Computer Interaction,Information Track,Computational Biology
461,0.2233,0.107,0.1291,0.0762,0.0934,0.0043,0.1265,0.0106,0.0709,0.043,0.0979,0.0178,Information Track,Human-Computer Interaction,Visual Computing
462,0.1011,0.1362,0.0153,0.0095,0.0135,0.1802,0.0646,0.0541,0.0097,0.0901,0.1741,0.1514,Systems,Computer Engineering,Visual Computing
463,0.1057,0.0084,0.0128,0.0054,0.032,0.0157,0.0323,0.0522,0.3077,0.1012,0.1935,0.1331,Human-Computer Interaction,Visual Computing,Information Track
464,0.0079,0.0883,0.0213,0.0676,0.0276,0.4019,0.0203,0.0217,0.1769,0.0017,0.0791,0.0857,Systems,Computer Engineering,Human-Computer Interaction
465,0.085,0.1721,0.1743,0.0032,0.081,0.0488,0.0489,0.0064,0.0493,0.1899,0.114,0.0271,Theory,Information Track,Visual Computing
466,0.004,0.0446,0.1735,0.1198,0.0609,0.0056,0.0552,0.0627,0.2614,0.1015,0.037,0.0738,Human-Computer Interaction,Theory,Computational Biology
467,0.0065,0.3399,0.0422,0.0614,0.0415,0.1084,0.1026,0.1188,0.0295,0.0359,0.0126,0.1007,Artificial Intelligence,Theory,Systems
468,0.0034,0.076,0.1701,0.1849,0.0498,0.0513,0.0067,0.0927,0.1437,0.0234,0.0457,0.1524,Theory,Computational Biology,Artificial Intelligence
469,0.1752,0.0233,0.0669,0.0179,0.009,0.2023,0.1436,0.1193,0.0042,0.1552,0.0482,0.035,Computer Engineering,Systems,Visual Computing
470,0.1191,0.0144,0.2129,0.1315,0.0311,0.0314,0.0307,0.0088,0.1335,0.2763,0.0027,0.0076,Theory,Information Track,Human-Computer Interaction
471,0.0826,0.1662,0.0384,0.0418,0.0881,0.0311,0.0026,0.129,0.0954,0.0844,0.1314,0.1092,Artificial Intelligence,Visual Computing,Computational Biology
472,0.0207,0.039,0.0121,0.0125,0.1011,0.1753,0.2948,0.0887,0.0182,0.01,0.1502,0.0775,Computer Engineering,Systems,Visual Computing
473,0.0699,0.1104,0.0882,0.1306,0.0042,0.0999,0.1381,0.0245,0.0743,0.0274,0.2301,0.0025,Visual Computing,Theory,Computer Engineering
474,0.08,0.0168,0.1149,0.0178,0.0248,0.0629,0.2272,0.0219,0.0144,0.1313,0.0641,0.224,Computer Engineering,Computational Biology,Systems
475,0.0143,0.0939,0.024,0.0154,0.104,0.0814,0.1271,0.0335,0.0537,0.047,0.3744,0.0313,Visual Computing,Computer Engineering,Human-Computer Interaction
476,0.0247,0.031,0.0588,0.0206,0.1746,0.0218,0.16,0.0077,0.0756,0.168,0.0131,0.2442,Computational Biology,Information Track,Computer Engineering
477,0.0733,0.3541,0.1373,0.0436,0.0254,0.044,0.0119,0.0189,0.0134,0.0668,0.1929,0.0185,Theory,Visual Computing,Artificial Intelligence
478,0.0133,0.098,0.0209,0.0098,0.0173,0.2445,0.1637,0.0415,0.1013,0.0732,0.1074,0.1091,Computer Engineering,Systems,Visual Computing
479,0.0552,0.0172,0.0022,0.0338,0.1234,0.0469,0.0994,0.2662,0.0099,0.0655,0.0624,0.2177,Computational Biology,Artificial Intelligence,Visual Computing
480,0.2963,0.0811,0.0195,0.112,0.0079,0.106,0.1684,0.0337,0.0696,0.0393,0.0402,0.026,Systems,Computer Engineering,Human-Computer Interaction
481,0.0897,0.1719,0.1766,0.012,0.1298,0.0835,0.0182,0.0044,0.0195,0.152,0.0627,0.0798,Theory,Information Track,Artificial Intelligence
482,0.0381,0.1628,0.0037,0.0603,0.1262,0.0202,0.2218,0.0343,0.1353,0.0666,0.1161,0.0146,Computer Engineering,Human-Computer Interaction,Systems
483,0.0008,0.1115,0.0146,0.0795,0.3407,0.011,0.0143,0.0505,0.1562,0.1149,0.0324,0.0736,Information Track,Human-Computer Interaction,Computational Biology
484,0.0098,0.2546,0.2239,0.012,0.0239,0.0071,0.0213,0.1137,0.0319,0.0062,0.0281,0.2675,Computational Biology,Theory,Artificial Intelligence
485,0.0795,0.043,0.0146,0.3425,0.1375,0.0264,0.0058,0.0047,0.0103,0.0695,0.2113,0.0549,Theory,Visual Computing,Human-Computer Interaction
486,0.1308,0.0417,0.0871,0.093,0.0135,0.0317,0.0717,0.0052,0.0317,0.0541,0.3942,0.0455,Visual Computing,Human-Computer Interaction,Theory
487,0.1661,0.0555,0.1561,0.0888,0.2135,0.0519,0.0909,0.0975,0.053,0.0153,0.0096,0.0016,Information Track,Artificial Intelligence,Theory
488,0.1451,0.0189,0.0167,0.0935,0.0271,0.0495,0.0124,0.2255,0.1339,0.1399,0.0366,0.1009,Human-Computer Interaction,Artificial Intelligence,Computational Biology
489,0.0243,0.0014,0.0032,0.1381,0.095,0.1141,0.0012,0.0859,0.198,0.0914,0.206,0.0415,Human-Computer Interaction,Visual Computing,Information Track
490,0.1517,0.0803,0.0214,0.0244,0.0894,0.1602,0.0486,0.027,0.1825,0.1001,0.0538,0.0605,Human-Computer Interaction,Systems,Computer Engineering
491,0.0142,0.0612,0.0276,0.3377,0.0406,0.0413,0.0518,0.1544,0.1002,0.0373,0.0788,0.0548,Theory,Human-Computer Interaction,Artificial Intelligence
492,0.0624,0.0197,0.0574,0.026,0.2267,0.0376,0.28,0.0701,0.0919,0.0721,0.0128,0.0434,Computer Engineering,Information Track,Computational Biology
493,0.0112,0.1045,0.0634,0.1612,0.0267,0.0193,0.0558,0.2797,0.1327,0.0581,0.078,0.0094,Artificial Intelligence,Theory,Visual Computing
494,0.2712,0.0714,0.0218,0.0573,0.0075,0.2195,0.0125,0.0679,0.0183,0.0822,0.0975,0.0728,Systems,Computer Engineering,Visual Computing
495,0.0782,0.183,0.0067,0.033,0.0234,0.3631,0.0405,0.1083,0.0947,0.0196,0.0224,0.0271,Systems,Computer Engineering,Artificial Intelligence
496,0.0511,0.0258,0.0019,0.2042,0.3253,0.0403,0.0399,0.0007,0.1101,0.1685,0.0153,0.0168,Information Track,Human-Computer Interaction,Computational Biology
497,0.1205,0.0739,0.0035,0.0752,0.0285,0.0355,0.1134,0.1286,0.0395,0.227,0.0403,0.1141,Computer Engineering,Systems,Artificial Intelligence
498,0.0355,0.1223,0.128,0.0049,0.148,0.0937,0.0841,0.012,0.0878,0.1019,0.0183,0.1633,Computational Biology,Information Track,Theory
499,0.0052,0.0165,0.0782,0.0869,0.105,0.0017,0.3272,0.0046,0.0156,0.0014,0.0848,0.2729,Computational Biology,Computer Engineering,Systems
500,0.1201,0.1895,0.0015,0.0855,0.0674,0.0757,0.0082,0.1263,0.0766,0.1587,0.0727,0.0177,Artificial Intelligence,Systems,Human-Computer Interaction
501,0.0797,0.0144,0.1571,0.0724,0.013,0.2502,0.0557,0.0058,0.0752,0.0223,0.1242,0.1299,Systems,Computer Engineering,Visual Computing
502,0.2996,0.0541,0.0471,0.1087,0.011,0.0614,0.0613,0.0073,0.042,0.1489,0.1505,0.0081,Systems,Human-Computer Interaction,Visual Computing
503,0.0112,0.0358,0.2438,0.0162,0.1494,0.0125,0.1145,0.0517,0.1825,0.0312,0.1196,0.0315,Theory,Visual Computing,Information Track
504,0.1171,0.1936,0.0127,0.1885,0.0843,0.0127,0.0522,0.0164,0.1128,0.1331,0.0105,0.066,Theory,Human-Computer Interaction,Information Track
505,0.0994,0.1622,0.0425,0.1769,0.0452,0.0295,0.1111,0.04,0.0376,0.0397,0.1106,0.1051,Theory,Visual Computing,Systems
506,0.0567,0.0445,0.0744,0.0934,0.0299,0.1735,0.0732,0.0446,0.0124,0.03,0.3274,0.04,Visual Computing,Systems,Computer Engineering
507,0.0221,0.0739,0.0439,0.0043,0.0467,0.094,0.096,0.0528,0.071,0.4029,0.0567,0.0357,Computer Engineering,Systems,Information Track
508,0.0322,0.0706,0.1644,0.0266,0.1425,0.0025,0.0626,0.1725,0.0477,0.0957,0.0265,0.1563,Computational Biology,Artificial Intelligence,Information Track
